customerID,gender,senior_citizen,dependents,tenure,contract,internet_service,online_security,tech_support,streaming_tv,monthly_charges,total_charges,payment_method,app_usage_min_per_week,complaint_count_6m,satisfaction_rating,engagement_score,churn,tenure_bucket,monthly_charges_bin,churn_flag
CUST00754,Female,0,No,40,Two year,Fiber optic,Yes,No,No,38.31,1529.32,Electronic check,474,0,1,0.438,Yes,25-48,Low,1
CUST00755,Female,0,No,36,Month-to-month,Fiber optic,Yes,Yes,Yes,74.33,2683.74,Bank transfer (automatic),73,4,2,0.134,No,25-48,Med-Low,0
CUST00756,Male,1,Yes,28,Month-to-month,Fiber optic,Yes,Yes,Yes,90.19,2532.61,Mailed check,347,0,8,0.645,Yes,25-48,Med-High,1
CUST00757,Male,0,Yes,30,One year,No,No,Yes,No,37.91,1153.12,Credit card (automatic),260,0,2,0.245,Yes,25-48,Low,1
CUST00758,Female,0,No,62,Month-to-month,DSL,Yes,No,No,105.71,6553.75,Credit card (automatic),93,3,4,0.305,Yes,49+,Med-High,1
CUST00759,Female,0,Yes,7,Month-to-month,DSL,Yes,Yes,Yes,39.34,313.14,Bank transfer (automatic),48,0,3,0.114,Yes,7-24,Low,1
CUST00760,Male,0,Yes,9,Month-to-month,Fiber optic,No,No,No,111.93,1002.07,Electronic check,120,0,6,0.484,Yes,7-24,Med-High,1
CUST00761,Female,0,No,56,Month-to-month,No,Yes,Yes,No,109.37,6153.22,Mailed check,57,0,9,0.412,No,49+,Med-High,0
CUST00762,Male,0,Yes,52,One year,DSL,No,No,Yes,17.49,935.34,Mailed check,86,1,4,0.35,No,49+,Low,0
CUST00763,Male,0,Yes,64,Month-to-month,DSL,Yes,Yes,No,10.35,667.88,Mailed check,198,0,4,0.393,No,49+,Low,0
CUST00764,Male,1,No,62,One year,Fiber optic,No,Yes,Yes,83.96,5222.36,Electronic check,555,0,7,0.896,No,49+,Med-High,0
CUST00765,Female,0,Yes,28,Month-to-month,DSL,Yes,Yes,Yes,136.01,3814.25,Bank transfer (automatic),107,0,9,0.595,No,25-48,High,0
CUST00766,Male,0,No,6,Month-to-month,DSL,Yes,No,No,66.08,388.95,Electronic check,559,0,1,0.502,Yes,0-6,Med-Low,1
CUST00767,Male,0,Yes,36,Month-to-month,DSL,No,No,Yes,64.37,2323.49,Bank transfer (automatic),487,2,10,0.908,Yes,25-48,Med-Low,1
CUST00768,Female,0,Yes,26,Two year,DSL,No,Yes,Yes,56.01,1470.09,Mailed check,509,0,10,0.991,No,25-48,Med-Low,0
CUST00769,Male,1,Yes,21,Month-to-month,Fiber optic,No,Yes,Yes,45.56,970.73,Mailed check,378,5,8,0.733,Yes,7-24,Med-Low,1
CUST00770,Female,0,Yes,57,Month-to-month,Fiber optic,No,No,Yes,129.44,7372.56,Mailed check,456,0,3,0.488,No,49+,High,0
CUST00771,Female,0,No,44,One year,Fiber optic,Yes,Yes,No,102.01,4531.07,Credit card (automatic),491,2,9,0.815,No,25-48,Med-High,0
CUST00772,Female,0,Yes,56,Month-to-month,DSL,No,No,No,44.18,2468.5,Mailed check,208,2,2,0.193,No,49+,Low,0
CUST00773,Female,0,No,16,Month-to-month,Fiber optic,Yes,No,No,135.59,2195.05,Bank transfer (automatic),6,0,7,0.312,No,7-24,High,0
CUST00774,Male,0,No,24,Month-to-month,No,No,Yes,Yes,148.98,3621.18,Credit card (automatic),266,0,10,0.655,No,7-24,High,0
CUST00775,Female,1,No,51,Month-to-month,DSL,No,Yes,No,32.76,1680.25,Mailed check,341,0,4,0.547,No,49+,Low,0
CUST00776,Female,0,Yes,37,Month-to-month,DSL,No,Yes,No,11.67,480.43,Credit card (automatic),304,0,8,0.626,No,25-48,Low,0
CUST00777,Male,0,Yes,32,Month-to-month,DSL,Yes,No,No,98.09,3140.03,Credit card (automatic),475,0,10,0.906,No,25-48,Med-High,0
CUST00778,Male,0,No,9,Month-to-month,DSL,No,Yes,No,132.02,1208.7,Bank transfer (automatic),93,0,8,0.38,No,7-24,High,0
CUST00779,Female,0,No,67,Month-to-month,Fiber optic,Yes,Yes,Yes,113.74,7629.33,Credit card (automatic),3,2,3,0.148,Yes,49+,Med-High,1
CUST00780,Female,0,Yes,71,Month-to-month,Fiber optic,Yes,No,Yes,83.86,5988.45,Electronic check,268,1,10,0.683,No,49+,Med-High,0
CUST00781,Female,0,Yes,40,Month-to-month,DSL,Yes,No,No,61.83,2467.79,Electronic check,271,2,6,0.446,No,25-48,Med-Low,0
CUST00782,Female,0,Yes,26,One year,Fiber optic,Yes,No,Yes,57.66,1525.17,Mailed check,223,0,1,0.142,No,25-48,Med-Low,0
CUST00783,Male,0,Yes,45,Month-to-month,Fiber optic,No,No,No,29.58,1352.35,Electronic check,88,5,9,0.529,Yes,25-48,Low,1
CUST00784,Female,0,Yes,51,Two year,DSL,No,Yes,No,37.52,1926.93,Credit card (automatic),527,1,3,0.595,Yes,49+,Low,1
CUST00785,Female,0,No,62,One year,Fiber optic,No,Yes,No,88.35,5485.35,Mailed check,421,0,10,0.924,Yes,49+,Med-High,1
CUST00786,Male,1,Yes,42,Month-to-month,DSL,Yes,No,No,131.07,5516.48,Electronic check,20,0,6,0.388,Yes,25-48,High,1
CUST00787,Male,0,No,22,Month-to-month,Fiber optic,Yes,Yes,No,16.74,395.42,Mailed check,449,1,6,0.708,No,7-24,Low,0
CUST00788,Female,0,Yes,33,Two year,No,Yes,Yes,Yes,129.24,4258.7,Bank transfer (automatic),227,0,9,0.661,No,25-48,High,0
CUST00789,Male,0,No,40,One year,Fiber optic,No,Yes,Yes,58.53,2334.32,Bank transfer (automatic),22,0,1,0.158,No,25-48,Med-Low,0
CUST00790,Female,0,No,43,One year,Fiber optic,Yes,Yes,No,145.53,6303.02,Electronic check,106,1,4,0.308,No,25-48,High,0
CUST00791,Female,1,No,61,Month-to-month,DSL,No,No,No,77.37,4756.8,Electronic check,313,0,5,0.415,No,49+,Med-Low,0
CUST00792,Male,0,No,4,Month-to-month,Fiber optic,Yes,No,No,43.58,177.46,Mailed check,159,0,3,0.3,Yes,0-6,Low,1
CUST00793,Male,0,Yes,48,Two year,Fiber optic,Yes,No,No,38.59,1859.34,Electronic check,45,2,3,0.165,No,25-48,Low,0
CUST00794,Female,0,Yes,55,One year,Fiber optic,No,Yes,No,24.32,1369.54,Bank transfer (automatic),7,0,10,0.47,No,49+,Low,0
CUST00795,Female,0,Yes,11,Two year,Fiber optic,No,No,No,122.93,1361.91,Credit card (automatic),116,4,5,0.303,No,7-24,High,0
CUST00796,Female,0,Yes,45,Month-to-month,DSL,No,Yes,Yes,74.04,3359.55,Electronic check,250,5,7,0.539,Yes,25-48,Med-Low,1
CUST00797,Male,0,No,7,Month-to-month,Fiber optic,No,Yes,Yes,138.27,1008.79,Bank transfer (automatic),210,1,9,0.571,No,7-24,High,0
CUST00798,Male,0,Yes,27,Two year,No,Yes,Yes,Yes,88.99,2412.69,Credit card (automatic),139,1,5,0.382,No,25-48,Med-High,0
CUST00799,Female,0,No,5,One year,No,No,No,Yes,145.75,775.39,Electronic check,14,0,7,0.355,Yes,0-6,High,1
CUST00800,Male,0,Yes,11,Month-to-month,DSL,Yes,No,Yes,76.64,841.85,Electronic check,80,1,9,0.505,No,7-24,Med-Low,0
CUST00801,Male,0,Yes,58,Month-to-month,DSL,No,No,No,110.52,6433.71,Credit card (automatic),212,0,7,0.44,Yes,49+,Med-High,1
CUST00802,Male,0,No,39,Month-to-month,No,Yes,No,Yes,146.63,5733.64,Mailed check,556,0,9,0.818,No,25-48,High,0
CUST00803,Male,0,Yes,29,One year,Fiber optic,No,Yes,No,31.04,938.06,Bank transfer (automatic),369,0,10,0.845,No,25-48,Low,0
CUST00804,Female,0,Yes,47,Month-to-month,Fiber optic,Yes,Yes,Yes,118.79,5632.33,Credit card (automatic),219,0,1,0.2,No,25-48,High,0
CUST00805,Female,0,No,54,One year,No,Yes,Yes,Yes,35.93,1962.26,Electronic check,379,5,7,0.69,No,49+,Low,0
CUST00806,Female,0,No,64,Month-to-month,DSL,Yes,Yes,Yes,139.85,8953.56,Credit card (automatic),597,0,1,0.454,Yes,49+,High,1
CUST00807,Male,0,Yes,34,Month-to-month,Fiber optic,No,Yes,No,28.58,997.5,Credit card (automatic),256,0,1,0.24,No,25-48,Low,0
CUST00808,Female,0,Yes,0,One year,DSL,Yes,Yes,Yes,14.55,61.96,Mailed check,8,0,8,0.376,No,0-6,Low,0
CUST00809,Male,0,Yes,1,Month-to-month,DSL,No,No,Yes,25.69,40.54,Mailed check,248,1,2,0.371,Yes,0-6,Low,1
CUST00810,Female,1,No,4,One year,DSL,No,Yes,Yes,107.87,432.99,Mailed check,560,0,6,0.717,No,0-6,Med-High,0
CUST00811,Male,0,Yes,41,Month-to-month,DSL,Yes,No,No,58.83,2436.7,Credit card (automatic),3,1,5,0.21,Yes,25-48,Med-Low,1
CUST00812,Female,1,Yes,72,Month-to-month,DSL,No,Yes,No,66.08,4801.73,Bank transfer (automatic),135,0,8,0.544,No,49+,Med-Low,0
CUST00813,Female,1,No,39,Month-to-month,No,Yes,Yes,No,11.59,490.5,Electronic check,590,0,8,0.932,No,25-48,Low,0
CUST00814,Female,0,Yes,54,One year,Fiber optic,Yes,No,No,13.57,746.15,Bank transfer (automatic),241,1,4,0.428,No,49+,Low,0
CUST00815,Male,0,Yes,9,One year,No,No,No,No,98.71,907.26,Electronic check,300,0,1,0.376,Yes,7-24,Med-High,1
CUST00816,Female,0,Yes,65,One year,Fiber optic,No,Yes,Yes,87.65,5724.22,Mailed check,48,1,10,0.626,No,49+,Med-High,0
CUST00817,Female,0,Yes,50,Two year,No,No,Yes,Yes,18.35,915.34,Credit card (automatic),571,3,4,0.714,No,49+,Low,0
CUST00818,Female,0,No,17,One year,Fiber optic,Yes,No,No,70.63,1242.88,Electronic check,140,1,3,0.294,No,7-24,Med-Low,0
CUST00819,Female,0,No,42,Month-to-month,Fiber optic,Yes,Yes,No,107.06,4545.64,Mailed check,52,0,3,0.171,No,25-48,Med-High,0
CUST00820,Male,0,No,55,Month-to-month,Fiber optic,No,No,No,115.18,6340.7,Mailed check,138,0,6,0.339,Yes,49+,Med-High,1
CUST00821,Male,0,Yes,1,Two year,DSL,No,No,Yes,36.58,82.1,Credit card (automatic),118,2,3,0.257,No,0-6,Low,0
CUST00822,Female,0,No,9,Month-to-month,Fiber optic,Yes,Yes,Yes,80.54,774.06,Credit card (automatic),71,0,8,0.392,Yes,7-24,Med-Low,1
CUST00823,Female,0,Yes,26,One year,Fiber optic,No,Yes,Yes,64.13,1660.9,Electronic check,385,0,3,0.508,Yes,25-48,Med-Low,1
CUST00824,Female,0,Yes,33,One year,Fiber optic,Yes,No,No,38.01,1274.55,Credit card (automatic),130,1,4,0.231,No,25-48,Low,0
CUST00825,Male,1,No,60,Month-to-month,DSL,Yes,No,Yes,132.3,7961.41,Bank transfer (automatic),356,0,10,0.748,No,49+,High,0
CUST00826,Male,0,Yes,15,Month-to-month,DSL,Yes,Yes,Yes,52.58,797.82,Credit card (automatic),181,0,4,0.439,Yes,7-24,Med-Low,1
CUST00827,Female,1,Yes,2,Month-to-month,Fiber optic,No,Yes,No,89.02,222.02,Mailed check,186,1,9,0.689,No,0-6,Med-High,0
CUST00828,Male,0,Yes,28,Month-to-month,No,Yes,Yes,Yes,122.96,3443.71,Bank transfer (automatic),224,0,6,0.551,No,25-48,High,0
CUST00829,Male,0,Yes,24,One year,DSL,No,No,No,84.7,2071.13,Electronic check,496,0,1,0.438,No,7-24,Med-High,0
CUST00830,Female,1,No,33,One year,No,No,No,Yes,124.11,4085.83,Mailed check,580,1,8,0.849,No,25-48,High,0
CUST00831,Male,0,Yes,35,Month-to-month,No,No,Yes,No,70.44,2493.13,Credit card (automatic),344,0,3,0.366,No,25-48,Med-Low,0
CUST00832,Female,1,No,51,Month-to-month,DSL,No,Yes,Yes,107.19,5467.11,Bank transfer (automatic),141,0,4,0.39,Yes,49+,Med-High,1
CUST00833,Male,0,No,4,Month-to-month,DSL,No,No,No,76.9,298.68,Electronic check,490,1,4,0.56,Yes,0-6,Med-Low,1
CUST00834,Female,0,No,43,Month-to-month,Fiber optic,Yes,No,No,22.23,965.75,Credit card (automatic),124,0,6,0.402,Yes,25-48,Low,1
CUST00835,Male,0,No,54,Month-to-month,Fiber optic,No,No,Yes,118.77,6426.44,Electronic check,43,0,10,0.543,No,49+,High,0
CUST00836,Female,0,Yes,68,Two year,No,Yes,Yes,No,97.32,6654.15,Bank transfer (automatic),393,0,4,0.442,No,49+,Med-High,0
CUST00837,Female,0,Yes,32,One year,Fiber optic,Yes,Yes,Yes,101.55,3244.51,Bank transfer (automatic),247,0,9,0.592,No,25-48,Med-High,0
CUST00838,Male,0,Yes,24,Two year,No,No,No,No,82.3,2013.31,Bank transfer (automatic),417,0,3,0.5,No,7-24,Med-High,0
CUST00839,Male,0,Yes,44,One year,No,No,No,Yes,102.25,4527.21,Bank transfer (automatic),76,0,4,0.326,No,25-48,Med-High,0
CUST00840,Male,0,Yes,52,One year,Fiber optic,Yes,No,No,37.91,1978.97,Bank transfer (automatic),332,1,5,0.56,No,49+,Low,0
CUST00841,Male,0,Yes,23,Month-to-month,No,Yes,Yes,No,115.24,2645.17,Electronic check,285,5,9,0.777,No,7-24,Med-High,0
CUST00842,Female,0,Yes,53,Month-to-month,No,No,No,No,18.93,1044.89,Credit card (automatic),393,0,2,0.331,No,49+,Low,0
CUST00843,Female,0,No,8,Two year,No,Yes,Yes,No,32.12,298.19,Credit card (automatic),247,1,9,0.592,No,7-24,Low,0
CUST00844,Female,1,Yes,63,One year,DSL,Yes,Yes,No,74.97,4742.54,Bank transfer (automatic),242,1,8,0.639,No,49+,Med-Low,0
CUST00845,Male,0,No,70,One year,DSL,No,No,No,22.53,1574.03,Bank transfer (automatic),590,0,3,0.721,Yes,49+,Low,1
CUST00846,Female,0,Yes,8,Two year,Fiber optic,No,Yes,Yes,110.37,924.37,Bank transfer (automatic),516,0,10,1.009,No,7-24,Med-High,0
CUST00847,Female,0,Yes,66,Month-to-month,DSL,No,No,No,111.53,7379.98,Electronic check,149,0,7,0.573,No,49+,Med-High,0
CUST00848,Female,0,No,32,One year,Fiber optic,Yes,No,No,141.96,4539.9,Bank transfer (automatic),50,3,6,0.334,No,25-48,High,0
CUST00849,Male,0,No,65,Month-to-month,Fiber optic,No,Yes,Yes,99.58,6474.94,Credit card (automatic),545,1,10,1.005,No,49+,Med-High,0
CUST00850,Male,0,No,2,Month-to-month,No,No,Yes,Yes,82.25,201.43,Credit card (automatic),244,0,1,0.19,Yes,0-6,Med-High,1
CUST00851,Female,0,No,59,Month-to-month,No,Yes,Yes,No,78.43,4619.39,Bank transfer (automatic),450,0,6,0.627,No,49+,Med-Low,0
CUST00852,Male,1,No,40,Two year,Fiber optic,Yes,Yes,Yes,99.69,3987.02,Electronic check,539,0,5,0.667,No,25-48,Med-High,0
CUST00853,Male,0,Yes,50,Month-to-month,Fiber optic,No,No,No,81.04,4050.18,Electronic check,2,0,6,0.393,Yes,49+,Med-Low,1
CUST00854,Male,0,Yes,27,Month-to-month,DSL,No,Yes,Yes,118.18,3181.63,Electronic check,274,0,8,0.559,No,25-48,High,0
CUST00855,Female,0,Yes,36,Month-to-month,No,Yes,Yes,Yes,91.54,3339.34,Mailed check,186,2,3,0.321,No,25-48,Med-High,0
CUST00856,Male,0,Yes,40,Month-to-month,Fiber optic,No,Yes,No,14.21,563.14,Electronic check,164,0,1,0.129,Yes,25-48,Low,1
CUST00857,Male,0,No,66,Month-to-month,Fiber optic,No,No,No,139.15,9221.21,Mailed check,370,0,6,0.655,Yes,49+,High,1
CUST00858,Female,0,No,55,One year,Fiber optic,No,Yes,Yes,70.42,3906.13,Credit card (automatic),551,0,1,0.593,Yes,49+,Med-Low,1
CUST00859,Male,0,No,8,One year,Fiber optic,Yes,Yes,No,81.11,651.09,Mailed check,455,0,8,0.788,No,7-24,Med-Low,0
CUST00860,Female,0,No,64,Month-to-month,No,No,No,No,36.99,2373.09,Credit card (automatic),431,3,2,0.454,Yes,49+,Low,1
CUST00861,Male,1,Yes,14,One year,Fiber optic,Yes,Yes,No,61.72,855.03,Mailed check,467,0,9,0.797,Yes,7-24,Med-Low,1
CUST00862,Male,0,No,26,Month-to-month,Fiber optic,No,Yes,Yes,81.6,2137.2,Electronic check,140,0,8,0.51,Yes,25-48,Med-High,1
CUST00863,Female,0,No,24,Two year,Fiber optic,No,No,No,20.59,527.46,Credit card (automatic),228,0,1,0.166,No,7-24,Low,0
CUST00864,Male,0,No,62,Two year,Fiber optic,No,Yes,No,11.31,694.03,Bank transfer (automatic),427,0,10,0.808,No,49+,Low,0
CUST00865,Female,0,Yes,19,Month-to-month,Fiber optic,No,Yes,No,12.04,242.92,Mailed check,357,2,6,0.584,Yes,7-24,Low,1
CUST00866,Female,0,No,36,Month-to-month,No,No,No,Yes,75.42,2750.29,Bank transfer (automatic),504,0,1,0.377,Yes,25-48,Med-Low,1
CUST00867,Male,0,Yes,6,Two year,Fiber optic,No,Yes,No,64.79,400.79,Bank transfer (automatic),90,1,4,0.198,Yes,0-6,Med-Low,1
CUST00868,Female,0,Yes,22,Month-to-month,No,Yes,No,No,50.72,1112.79,Electronic check,241,1,9,0.69,Yes,7-24,Med-Low,1
CUST00869,Male,0,No,60,Month-to-month,DSL,No,No,No,112.09,6731.38,Credit card (automatic),23,0,10,0.482,Yes,49+,Med-High,1
CUST00870,Female,0,No,60,One year,No,Yes,No,Yes,120.56,7252.79,Electronic check,417,0,9,0.728,No,49+,High,0
CUST00871,Female,0,No,64,Month-to-month,DSL,Yes,Yes,No,80.67,5179.54,Mailed check,146,0,10,0.68,Yes,49+,Med-Low,1
CUST00872,Female,1,Yes,27,Two year,No,Yes,No,Yes,31.76,892.53,Bank transfer (automatic),110,0,3,0.327,No,25-48,Low,0
CUST00873,Female,1,Yes,65,One year,DSL,No,Yes,Yes,86.92,5657.32,Credit card (automatic),285,0,8,0.62,Yes,49+,Med-High,1
CUST00874,Female,0,Yes,59,Month-to-month,Fiber optic,No,No,No,128.44,7596.72,Bank transfer (automatic),600,2,10,1.063,No,49+,High,0
CUST00875,Female,0,Yes,7,Month-to-month,Fiber optic,Yes,Yes,Yes,15.84,125.11,Mailed check,333,0,3,0.484,No,7-24,Low,0
CUST00876,Female,0,Yes,10,Month-to-month,Fiber optic,Yes,No,No,90.77,913.88,Electronic check,547,0,2,0.62,No,7-24,Med-High,0
CUST00877,Male,0,No,68,Month-to-month,Fiber optic,Yes,No,Yes,107.83,7322.69,Mailed check,41,0,2,0.178,No,49+,Med-High,0
CUST00878,Male,1,No,15,One year,Fiber optic,No,No,Yes,49.57,787.75,Electronic check,544,2,7,0.82,Yes,7-24,Med-Low,1
CUST00879,Female,0,No,47,Month-to-month,Fiber optic,No,No,Yes,27.14,1281.63,Electronic check,331,0,3,0.495,Yes,25-48,Low,1
CUST00880,Female,0,Yes,44,One year,DSL,Yes,No,No,18.8,845.81,Electronic check,407,0,10,0.859,No,25-48,Low,0
CUST00881,Male,0,Yes,8,Month-to-month,Fiber optic,Yes,No,Yes,74.68,605.23,Electronic check,293,0,2,0.377,No,7-24,Med-Low,0
CUST00882,Female,0,No,36,Month-to-month,No,Yes,Yes,No,69.15,2531.31,Electronic check,308,3,3,0.418,Yes,25-48,Med-Low,1
CUST00883,Male,0,Yes,67,Month-to-month,No,Yes,Yes,Yes,33.5,2257.23,Electronic check,530,0,3,0.563,No,49+,Low,0
CUST00884,Female,0,Yes,55,Month-to-month,DSL,No,No,No,19.41,1075.47,Electronic check,508,0,3,0.582,Yes,49+,Low,1
CUST00885,Female,1,No,61,One year,DSL,Yes,Yes,No,26.36,1624.61,Credit card (automatic),356,0,6,0.507,No,49+,Low,0
CUST00886,Female,0,Yes,39,Two year,Fiber optic,Yes,Yes,No,39.18,1540.62,Credit card (automatic),76,0,8,0.559,No,25-48,Low,0
CUST00887,Female,0,Yes,43,Month-to-month,Fiber optic,No,No,Yes,85.04,3647.07,Mailed check,488,1,6,0.656,No,25-48,Med-High,0
CUST00888,Female,0,No,28,Month-to-month,Fiber optic,Yes,Yes,Yes,101.18,2879.04,Electronic check,595,0,9,0.894,No,25-48,Med-High,0
CUST00889,Female,0,No,38,Two year,Fiber optic,No,No,Yes,89.3,3392.88,Credit card (automatic),411,0,4,0.55,No,25-48,Med-High,0
CUST00890,Male,0,Yes,2,Month-to-month,Fiber optic,No,No,Yes,80.64,168.27,Electronic check,142,0,4,0.34,Yes,0-6,Med-Low,1
CUST00891,Female,0,No,11,One year,Fiber optic,No,Yes,No,75.99,831.15,Credit card (automatic),206,4,3,0.248,No,7-24,Med-Low,0
CUST00892,Male,0,Yes,47,Month-to-month,DSL,No,No,No,20.8,1022.93,Electronic check,154,1,8,0.529,No,25-48,Low,0
CUST00893,Male,0,Yes,26,Month-to-month,Fiber optic,No,Yes,No,76.59,1995.36,Electronic check,440,1,7,0.657,No,25-48,Med-Low,0
CUST00894,Male,1,No,38,Month-to-month,No,Yes,No,Yes,41.04,1586.42,Credit card (automatic),520,0,6,0.755,No,25-48,Low,0
CUST00895,Female,0,No,3,One year,DSL,No,Yes,Yes,77.04,254.81,Bank transfer (automatic),112,2,3,0.303,Yes,0-6,Med-Low,1
CUST00896,Male,1,No,23,Month-to-month,Fiber optic,Yes,Yes,Yes,145.08,3365.3,Bank transfer (automatic),243,1,1,0.232,Yes,7-24,High,1
CUST00897,Male,0,Yes,25,Month-to-month,No,Yes,Yes,No,23.28,597.76,Credit card (automatic),250,0,9,0.642,No,25-48,Low,0
CUST00898,Female,0,Yes,0,Month-to-month,No,No,Yes,Yes,77.18,83.54,Bank transfer (automatic),390,0,4,0.613,Yes,0-6,Med-Low,1
CUST00899,Male,0,No,11,Month-to-month,No,No,Yes,Yes,39.25,465.32,Bank transfer (automatic),485,1,4,0.56,Yes,7-24,Low,1
CUST00900,Female,0,No,28,Month-to-month,Fiber optic,No,Yes,No,95.28,2707.83,Bank transfer (automatic),450,0,1,0.518,No,25-48,Med-High,0
CUST00901,Female,0,No,8,One year,No,Yes,No,No,14.26,155.84,Mailed check,378,0,6,0.57,Yes,7-24,Low,1
CUST00902,Male,0,Yes,45,Two year,Fiber optic,Yes,Yes,No,97.04,4368.36,Mailed check,536,0,1,0.43,No,25-48,Med-High,0
CUST00903,Female,0,Yes,14,One year,DSL,Yes,Yes,Yes,29.5,407.07,Mailed check,148,3,8,0.478,Yes,7-24,Low,1
CUST00904,Male,0,No,35,Month-to-month,DSL,No,No,No,18.85,650.76,Bank transfer (automatic),255,0,7,0.523,Yes,25-48,Low,1
CUST00905,Male,0,No,57,One year,Fiber optic,No,No,Yes,114.66,6575.92,Credit card (automatic),46,4,10,0.579,Yes,49+,Med-High,1
CUST00906,Male,0,Yes,23,Month-to-month,DSL,No,Yes,No,148.12,3422.04,Electronic check,496,0,1,0.541,No,7-24,High,0
CUST00907,Male,0,Yes,38,Month-to-month,No,No,No,Yes,50.81,1965.61,Mailed check,229,2,1,0.283,Yes,25-48,Med-Low,1
CUST00908,Male,1,No,51,Month-to-month,DSL,Yes,No,No,16.92,895.36,Electronic check,140,4,9,0.587,Yes,49+,Low,1
CUST00909,Male,0,Yes,72,Month-to-month,Fiber optic,Yes,Yes,Yes,88.47,6368.19,Credit card (automatic),204,0,3,0.303,No,49+,Med-High,0
CUST00910,Female,0,Yes,61,Two year,Fiber optic,No,No,Yes,128.16,7832.54,Credit card (automatic),591,0,4,0.767,No,49+,High,0
CUST00911,Female,0,Yes,22,Month-to-month,Fiber optic,No,Yes,No,105.32,2350.76,Credit card (automatic),313,1,5,0.564,Yes,7-24,Med-High,1
CUST00912,Male,0,No,45,Month-to-month,Fiber optic,No,No,No,110.75,5016.0,Bank transfer (automatic),148,0,5,0.298,Yes,25-48,Med-High,1
CUST00913,Male,0,Yes,24,Two year,Fiber optic,No,Yes,No,78.94,1919.96,Mailed check,219,3,9,0.692,No,7-24,Med-Low,0
CUST00914,Male,0,No,22,Month-to-month,No,Yes,Yes,Yes,105.01,2327.06,Mailed check,56,0,2,0.123,No,7-24,Med-High,0
CUST00915,Male,0,Yes,35,Month-to-month,No,No,No,Yes,139.97,4908.1,Bank transfer (automatic),346,0,1,0.256,Yes,25-48,High,1
CUST00916,Male,0,No,10,Month-to-month,DSL,No,No,No,71.19,750.15,Credit card (automatic),330,0,4,0.541,No,7-24,Med-Low,0
CUST00917,Male,0,Yes,23,Month-to-month,Fiber optic,No,Yes,Yes,80.48,1843.53,Electronic check,334,5,4,0.407,No,7-24,Med-Low,0
CUST00918,Male,0,Yes,21,One year,Fiber optic,Yes,No,Yes,81.51,1717.35,Credit card (automatic),385,1,9,0.723,No,7-24,Med-High,0
CUST00919,Male,0,Yes,39,Two year,Fiber optic,No,No,No,94.74,3702.28,Credit card (automatic),30,0,8,0.43,No,25-48,Med-High,0
CUST00920,Male,0,Yes,39,Month-to-month,Fiber optic,No,No,No,143.9,5645.63,Electronic check,350,0,9,0.825,No,25-48,High,0
CUST00921,Male,0,No,41,Month-to-month,DSL,No,Yes,Yes,29.3,1203.02,Electronic check,78,0,4,0.256,Yes,25-48,Low,1
CUST00922,Male,0,Yes,41,Month-to-month,Fiber optic,No,Yes,Yes,130.4,5353.14,Credit card (automatic),68,0,7,0.414,Yes,25-48,High,1
CUST00923,Male,1,No,62,Month-to-month,Fiber optic,No,Yes,Yes,40.31,2511.39,Electronic check,5,0,4,0.297,No,49+,Low,0
CUST00924,Male,0,No,34,One year,Fiber optic,No,No,Yes,76.2,2600.57,Mailed check,50,2,6,0.259,Yes,25-48,Med-Low,1
CUST00925,Male,0,Yes,65,Month-to-month,Fiber optic,Yes,No,Yes,148.71,9664.96,Mailed check,322,0,6,0.533,Yes,49+,High,1
CUST00926,Female,0,Yes,41,Two year,DSL,Yes,Yes,No,75.18,3131.23,Electronic check,332,3,4,0.575,No,25-48,Med-Low,0
CUST00927,Male,0,No,38,One year,DSL,No,Yes,No,17.21,694.89,Credit card (automatic),237,1,3,0.362,Yes,25-48,Low,1
CUST00928,Male,0,Yes,32,Month-to-month,Fiber optic,No,No,No,58.81,1873.82,Mailed check,161,0,8,0.604,No,25-48,Med-Low,0
CUST00929,Female,0,No,22,Month-to-month,No,No,No,Yes,88.44,1993.43,Electronic check,455,0,8,0.808,Yes,7-24,Med-High,1
CUST00930,Female,0,Yes,50,Month-to-month,Fiber optic,No,No,Yes,133.32,6715.91,Bank transfer (automatic),126,0,8,0.407,Yes,49+,High,1
CUST00931,Male,0,No,4,Two year,No,No,No,No,11.5,75.13,Credit card (automatic),545,0,4,0.709,No,0-6,Low,0
CUST00932,Female,0,No,15,Two year,DSL,Yes,No,Yes,34.73,523.21,Mailed check,202,1,4,0.46,No,7-24,Low,0
CUST00933,Male,0,No,26,Month-to-month,No,Yes,No,No,38.53,1044.79,Electronic check,586,0,1,0.549,Yes,25-48,Low,1
CUST00934,Female,0,Yes,54,Month-to-month,DSL,Yes,Yes,No,39.68,2184.75,Electronic check,50,3,4,0.204,Yes,49+,Low,1
CUST00935,Male,0,Yes,30,Month-to-month,DSL,No,Yes,No,147.37,4427.94,Electronic check,182,1,2,0.175,No,25-48,High,0
CUST00936,Male,0,No,68,One year,Fiber optic,No,No,No,135.9,9250.78,Mailed check,599,0,3,0.634,No,49+,High,0
CUST00937,Female,0,No,72,One year,Fiber optic,Yes,Yes,Yes,103.15,7424.0,Mailed check,393,0,4,0.542,No,49+,Med-High,0
CUST00938,Female,0,No,71,Month-to-month,No,Yes,No,Yes,101.87,7241.99,Bank transfer (automatic),286,1,6,0.489,No,49+,Med-High,0
