tenure,monthly_charges_cap,app_usage_min_per_week,complaint_count_6m,engagement_score,contract_One year,contract_Two year,internet_service_Fiber optic,internet_service_No,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,tenure_bucket_7-24,tenure_bucket_25-48,tenure_bucket_49+,monthly_charges_bin_Med-Low,monthly_charges_bin_Med-High,monthly_charges_bin_High,churn_flag
56,145.39,571,0,1.009,False,False,False,True,True,False,False,False,False,True,False,False,True,1
50,46.29,286,0,0.795,False,False,True,False,False,False,False,False,False,True,True,False,False,0
34,148.13,492,0,0.866,True,False,True,False,False,True,False,False,True,False,False,False,True,0
17,116.4,183,3,0.46,False,False,False,False,False,False,False,True,False,False,False,False,True,0
31,25.62,34,1,0.248,True,False,False,False,True,False,False,False,True,False,False,False,False,1
61,118.71,23,1,0.405,True,False,True,False,False,False,True,False,False,True,False,False,True,0
36,27.39,379,2,0.487,True,False,True,False,True,False,False,False,True,False,False,False,False,0
10,88.44,128,5,0.395,True,False,False,True,True,False,False,True,False,False,False,True,False,0
4,72.5,344,1,0.482,False,False,False,False,True,False,False,False,False,False,True,False,False,1
24,56.11,216,3,0.657,False,False,False,True,False,True,False,True,False,False,True,False,False,1
52,116.59,383,0,0.6,False,False,False,False,False,False,True,False,False,True,False,False,True,1
32,58.81,161,0,0.604,False,False,True,False,False,False,True,False,True,False,True,False,False,0
48,100.65,268,0,0.549,False,True,False,True,True,False,False,False,True,False,False,True,False,1
71,12.05,572,2,0.671,False,True,True,False,False,False,False,False,False,True,False,False,False,0
2,125.08,361,0,0.634,False,False,False,True,False,False,False,False,False,False,False,False,True,0
15,140.35,471,3,0.503,True,False,False,False,False,False,True,True,False,False,False,False,True,1
7,130.26,583,0,0.722,False,False,False,False,False,False,False,True,False,False,False,False,True,0
59,124.7,456,3,0.5,False,False,True,False,True,False,False,False,False,True,False,False,True,0
24,137.45,33,0,0.421,False,True,False,False,False,False,True,True,False,False,False,False,True,1
11,136.54,490,1,0.591,False,False,True,False,False,False,False,True,False,False,False,False,True,0
56,142.8,244,0,0.404,False,False,False,False,False,False,True,False,False,True,False,False,True,1
32,56.09,464,0,0.854,True,False,False,True,False,False,True,False,True,False,True,False,False,1
48,95.76,311,0,0.46,True,False,False,False,False,True,False,False,True,False,False,True,False,0
44,55.23,99,1,0.207,True,False,True,False,False,True,False,False,True,False,True,False,False,0
10,118.25,572,5,0.682,True,False,False,True,False,False,False,True,False,False,False,False,True,0
5,43.05,393,0,0.357,False,False,False,False,False,False,False,False,False,False,False,False,False,1
19,90.26,188,1,0.451,False,False,False,False,True,False,False,True,False,False,False,True,False,0
10,137.72,209,3,0.541,False,True,False,True,False,False,False,True,False,False,False,False,True,1
71,45.85,227,0,0.202,True,False,False,False,False,False,True,False,False,True,True,False,False,1
27,26.78,417,0,0.538,True,False,True,False,False,True,False,False,True,False,False,False,False,0
53,13.08,397,0,0.822,False,False,True,False,False,False,False,False,False,True,False,False,False,0
52,94.85,123,0,0.549,True,False,False,True,True,False,False,False,False,True,False,True,False,1
40,100.36,514,4,0.7,False,True,False,False,True,False,False,False,True,False,False,True,False,0
3,54.27,544,1,0.903,False,False,True,False,False,True,False,False,False,False,True,False,False,0
15,80.71,592,2,0.998,False,False,False,True,False,False,False,True,False,False,True,False,False,1
68,129.83,599,0,0.81,False,False,True,False,True,False,False,False,False,True,False,False,True,0
33,55.85,222,0,0.312,False,False,False,False,False,True,False,False,True,False,True,False,False,1
54,142.99,289,0,0.668,True,False,True,False,False,True,False,False,False,True,False,False,True,0
17,104.49,416,2,0.458,False,False,True,False,True,False,False,True,False,False,False,True,False,1
37,16.32,215,0,0.63,False,False,False,True,False,False,False,False,True,False,False,False,False,1
48,61.21,330,0,0.759,False,False,False,True,False,True,False,False,True,False,True,False,False,0
40,107.41,312,0,0.514,False,False,False,False,False,False,True,False,True,False,False,True,False,0
32,141.96,50,3,0.334,True,False,True,False,False,False,False,False,True,False,False,False,True,0
61,93.84,451,0,0.549,False,False,True,False,False,True,False,False,False,True,False,True,False,1
61,101.83,538,0,0.658,False,False,False,True,True,False,False,False,False,True,False,True,False,1
63,141.88,97,2,0.227,False,False,True,False,False,False,True,False,False,True,False,False,True,0
25,51.53,511,0,0.773,False,False,False,True,False,False,False,False,True,False,True,False,False,1
12,91.95,101,1,0.082,True,False,True,False,False,True,False,True,False,False,False,True,False,0
15,44.02,349,3,0.829,False,False,False,False,False,True,False,True,False,False,False,False,False,1
14,59.55,279,0,0.206,False,False,False,False,True,False,False,True,False,False,True,False,False,0
37,35.46,494,0,0.705,False,True,False,False,False,False,True,False,True,False,False,False,False,0
66,124.37,12,0,0.208,False,False,True,False,False,False,False,False,False,True,False,False,True,1
58,148.35049999999998,223,0,0.396,False,False,True,False,False,False,True,False,False,True,False,False,True,0
10,139.9,67,0,0.459,False,False,True,False,False,False,True,True,False,False,False,False,True,0
13,96.86,582,3,1.017,False,False,True,False,False,True,False,True,False,False,False,True,False,1
34,76.2,50,2,0.259,True,False,True,False,False,False,True,False,True,False,True,False,False,1
16,63.64,319,0,0.337,False,False,True,False,False,False,True,True,False,False,True,False,False,0
1,15.32,572,0,0.648,False,False,False,False,False,False,True,False,False,False,False,False,False,1
44,27.08,553,0,0.637,False,False,True,False,True,False,False,False,True,False,False,False,False,0
1,115.01,542,0,0.51,False,False,True,False,False,False,True,False,False,False,False,True,False,0
27,66.54,128,0,0.373,False,False,False,False,False,False,True,False,True,False,True,False,False,1
24,25.34,238,0,0.398,False,False,True,False,False,False,False,True,False,False,False,False,False,1
6,64.79,90,1,0.198,False,True,True,False,False,False,False,False,False,False,True,False,False,1
43,22.23,124,0,0.402,False,False,True,False,True,False,False,False,True,False,False,False,False,1
4,92.46,591,0,0.909,False,True,True,False,False,False,False,False,False,False,False,True,False,0
24,105.76,113,0,0.196,False,False,True,False,False,False,True,True,False,False,False,True,False,0
5,10.96,121,0,0.304,False,False,True,False,False,True,False,False,False,False,False,False,False,1
59,11.46,476,2,0.63,False,False,False,True,False,False,False,False,False,True,False,False,False,1
36,57.98,471,0,0.468,False,False,True,False,False,False,True,False,True,False,True,False,False,0
9,70.88,0,0,0.4,False,False,True,False,False,False,True,True,False,False,True,False,False,0
46,54.63,378,0,0.759,True,False,True,False,False,False,False,False,True,False,True,False,False,1
20,135.09,67,0,0.187,False,False,True,False,False,False,False,True,False,False,False,False,True,1
62,83.0,389,0,0.646,False,False,True,False,False,False,False,False,False,True,False,True,False,1
63,112.37,343,0,0.493,True,False,False,True,False,True,False,False,False,True,False,True,False,1
1,122.27,114,1,0.315,False,False,True,False,False,True,False,False,False,False,False,False,True,1
14,24.37,297,5,0.483,False,True,False,True,True,False,False,True,False,False,False,False,False,1
12,52.91,378,4,0.64,True,False,True,False,False,True,False,True,False,False,True,False,False,0
32,14.74,548,0,0.52,False,False,False,False,True,False,False,False,True,False,False,False,False,1
34,88.02,54,2,0.204,True,False,False,True,False,False,True,False,True,False,False,True,False,1
53,35.63,204,0,0.689,False,False,False,True,False,True,False,False,False,True,False,False,False,1
3,135.3,306,0,0.443,False,False,True,False,True,False,False,False,False,False,False,False,True,0
11,131.5,210,4,0.398,False,False,True,False,False,True,False,True,False,False,False,False,True,0
10,12.1,192,1,0.414,True,False,True,False,False,True,False,True,False,False,False,False,False,0
6,139.85,87,1,0.44,False,False,True,False,False,False,True,False,False,False,False,False,True,0
15,68.72,434,0,0.684,False,False,True,False,False,True,False,True,False,False,True,False,False,1
68,77.88,26,0,0.305,False,False,True,False,False,False,True,False,False,True,True,False,False,1
67,136.92,146,1,0.225,True,False,True,False,False,False,True,False,False,True,False,False,True,0
71,49.7,399,1,0.522,False,True,True,False,False,True,False,False,False,True,True,False,False,0
24,20.59,228,0,0.166,False,True,True,False,True,False,False,True,False,False,False,False,False,0
24,68.34,482,5,0.928,False,False,True,False,False,False,False,True,False,False,True,False,False,1
72,71.05,286,0,0.807,True,False,False,True,False,False,False,False,False,True,True,False,False,0
44,72.05,450,0,0.684,False,False,True,False,False,False,False,False,True,False,True,False,False,0
2,99.6,84,5,0.504,False,True,True,False,True,False,False,False,False,False,False,True,False,1
64,118.84,231,0,0.565,False,False,False,True,False,False,False,False,False,True,False,False,True,0
43,125.44,191,4,0.292,False,False,True,False,False,False,False,False,True,False,False,False,True,1
35,127.19,421,0,0.623,False,False,False,False,True,False,False,False,True,False,False,False,True,0
56,109.37,57,0,0.412,False,False,False,True,False,False,True,False,False,True,False,True,False,0
13,41.37,521,0,0.514,False,False,True,False,True,False,False,True,False,False,False,False,False,0
1,36.58,118,2,0.257,False,True,False,False,True,False,False,False,False,False,False,False,False,0
0,39.52,445,1,0.899,False,False,False,True,False,False,False,False,False,False,False,False,False,0
50,95.53,219,0,0.763,False,False,True,False,True,False,False,False,False,True,False,True,False,0
60,120.61,193,0,0.34,True,False,True,False,True,False,False,False,False,True,False,False,True,0
49,114.94,445,2,0.746,False,False,False,True,False,False,True,False,False,True,False,True,False,1
28,51.73,242,0,0.767,False,False,False,False,False,False,True,False,True,False,True,False,False,0
8,19.88,35,3,0.189,False,False,False,True,True,False,False,True,False,False,False,False,False,1
26,64.17,389,0,0.651,True,False,False,True,False,False,False,False,True,False,True,False,False,0
35,146.35,227,0,0.576,True,False,False,False,False,True,False,False,True,False,False,False,True,0
15,107.6,208,5,0.333,False,True,True,False,False,False,True,True,False,False,False,True,False,0
55,89.95,596,0,0.621,False,True,False,True,False,False,True,False,False,True,False,True,False,0
10,58.64,524,0,0.861,True,False,True,False,False,False,True,True,False,False,True,False,False,0
68,130.92,229,2,0.517,True,False,True,False,False,True,False,False,False,True,False,False,True,1
55,59.21,303,1,0.439,False,True,True,False,False,False,True,False,False,True,True,False,False,0
2,61.3,568,1,0.593,False,False,False,True,True,False,False,False,False,False,True,False,False,0
50,24.32,326,0,0.498,False,False,True,False,True,False,False,False,False,True,False,False,False,0
14,29.5,148,3,0.478,True,False,False,False,False,False,True,True,False,False,False,False,False,1
26,109.03,143,0,0.414,True,False,True,False,False,True,False,False,True,False,False,True,False,1
41,133.54,372,2,0.627,False,False,True,False,True,False,False,False,True,False,False,False,True,1
41,61.82,377,0,0.56,False,False,True,False,False,False,True,False,True,False,True,False,False,0
61,79.02,537,1,0.815,False,False,True,False,True,False,False,False,False,True,True,False,False,0
12,104.18,272,4,0.5,False,False,True,False,False,False,False,True,False,False,False,True,False,1
39,137.16,87,0,0.078,False,False,True,False,True,False,False,False,True,False,False,False,True,0
67,57.66,216,2,0.217,False,False,False,True,False,True,False,False,False,True,True,False,False,1
68,88.27,567,0,0.984,False,False,True,False,False,False,True,False,False,True,False,True,False,1
60,121.34,543,0,0.974,False,True,False,True,False,False,True,False,False,True,False,False,True,0
50,28.77,540,0,0.772,False,False,False,False,False,False,False,False,False,True,False,False,False,1
29,109.85,45,1,0.194,False,False,True,False,True,False,False,False,True,False,False,True,False,0
9,120.3,288,3,0.689,False,False,False,False,False,False,True,True,False,False,False,False,True,1
60,130.67,167,0,0.307,False,True,False,True,True,False,False,False,False,True,False,False,True,1
30,147.37,182,1,0.175,False,False,False,False,False,True,False,False,True,False,False,False,True,0
53,145.66,131,0,0.315,False,False,True,False,True,False,False,False,False,True,False,False,True,1
27,117.04,112,0,0.205,False,True,False,False,False,False,False,False,True,False,False,False,True,1
9,18.62,33,2,0.041,False,False,True,False,False,False,False,True,False,False,False,False,False,0
34,24.27,49,1,0.441,False,False,False,True,False,True,False,False,True,False,False,False,False,0
51,118.36,448,2,0.8,True,False,True,False,True,False,False,False,False,True,False,False,True,0
64,72.03,300,3,0.614,False,False,True,False,False,True,False,False,False,True,True,False,False,0
14,83.82,443,0,0.938,False,False,True,False,False,False,False,True,False,False,False,True,False,1
70,19.43,229,0,0.776,True,False,False,True,False,False,False,False,False,True,False,False,False,0
57,82.49,216,0,0.527,False,True,False,True,False,False,False,False,False,True,False,True,False,0
67,33.35,93,3,0.521,False,True,False,True,False,False,True,False,False,True,False,False,False,0
14,71.52,328,0,0.431,False,False,False,False,False,False,False,True,False,False,True,False,False,0
34,139.97,194,3,0.375,False,False,True,False,False,False,False,False,True,False,False,False,True,0
19,103.19,525,2,0.485,True,False,False,False,False,False,False,True,False,False,False,True,False,0
3,102.08,534,0,0.632,False,False,True,False,True,False,False,False,False,False,False,True,False,0
19,56.7,297,0,0.677,False,False,False,False,False,True,False,True,False,False,True,False,False,1
11,45.03,7,0,0.426,False,False,False,True,False,True,False,True,False,False,False,False,False,0
54,126.76,70,0,0.259,False,False,False,False,False,False,False,False,False,True,False,False,True,0
43,124.69,580,0,0.798,False,False,True,False,False,True,False,False,True,False,False,False,True,1
25,46.09,309,0,0.243,False,False,False,True,False,False,False,False,True,False,True,False,False,1
35,55.48,151,0,0.435,False,False,False,True,False,True,False,False,True,False,True,False,False,0
40,23.75,301,0,0.522,True,False,True,False,False,True,False,False,True,False,False,False,False,0
53,139.85,503,2,0.879,False,False,False,True,True,False,False,False,False,True,False,False,True,0
64,146.47,304,0,0.552,False,True,False,True,False,False,False,False,False,True,False,False,True,1
23,114.13,481,0,0.683,False,False,True,False,False,False,True,True,False,False,False,True,False,0
13,129.83,308,0,0.739,False,False,True,False,False,False,False,True,False,False,False,False,True,1
26,108.03,377,2,0.875,True,False,False,False,False,False,True,False,True,False,False,True,False,1
47,110.59,210,0,0.512,False,False,False,False,True,False,False,False,True,False,False,True,False,1
3,61.94,549,0,0.733,False,False,False,True,False,True,False,False,False,False,True,False,False,0
1,46.57,53,5,0.348,False,False,False,False,False,False,True,False,False,False,True,False,False,1
64,95.72,29,0,0.298,False,False,False,True,False,False,False,False,False,True,False,True,False,1
27,66.85,99,0,0.411,True,False,False,True,True,False,False,False,True,False,True,False,False,0
60,102.11,19,2,0.441,False,False,True,False,True,False,False,False,False,True,False,True,False,0
64,52.73,123,0,0.292,False,False,False,True,False,True,False,False,False,True,True,False,False,1
16,57.5,558,4,0.543,False,False,True,False,False,False,True,True,False,False,True,False,False,1
17,144.36,591,1,0.715,False,False,False,True,False,True,False,True,False,False,False,False,True,0
53,111.4,195,0,0.365,False,False,False,False,False,False,False,False,False,True,False,True,False,0
35,91.15,543,2,0.558,False,False,False,True,False,False,False,False,True,False,False,True,False,1
52,80.47,288,1,0.727,True,False,True,False,False,False,False,False,False,True,True,False,False,0
1,144.77,300,0,0.82,True,False,True,False,False,False,False,False,False,False,False,False,True,1
2,11.1,33,0,0.076,False,False,True,False,False,False,False,False,False,False,False,False,False,1
13,113.39,192,0,0.412,False,False,False,False,False,True,False,True,False,False,False,True,False,0
16,107.27,22,0,0.051,False,False,True,False,False,False,False,True,False,False,False,True,False,1
49,82.07,354,0,0.631,False,False,True,False,False,False,False,False,False,True,False,True,False,0
66,145.5,90,2,0.48,False,False,False,True,False,True,False,False,False,True,False,False,True,0
5,61.08,576,3,0.703,False,False,True,False,False,False,False,False,False,False,True,False,False,1
36,84.46,194,1,0.549,False,False,False,False,True,False,False,False,True,False,False,True,False,0
70,97.33,47,0,0.093,False,False,False,False,False,False,False,False,False,True,False,True,False,1
23,115.24,285,5,0.777,False,False,False,True,False,True,False,True,False,False,False,True,False,0
49,32.46,85,0,0.331,False,False,False,True,False,False,True,False,False,True,False,False,False,1
18,98.58,293,0,0.624,False,True,True,False,False,False,True,True,False,False,False,True,False,0
56,107.28,127,0,0.688,False,False,False,False,False,False,True,False,False,True,False,True,False,1
18,131.64,252,1,0.711,False,True,True,False,False,False,False,True,False,False,False,False,True,0
62,80.37,569,0,1.002,False,False,False,False,False,True,False,False,False,True,True,False,False,1
29,105.26,564,1,0.553,True,False,False,False,False,False,False,False,True,False,False,True,False,0
71,73.74,166,0,0.647,False,False,False,False,False,False,False,False,False,True,True,False,False,0
33,129.24,227,0,0.661,False,True,False,True,False,False,False,False,True,False,False,False,True,0
23,62.67,566,0,0.483,False,False,True,False,False,False,False,True,False,False,True,False,False,1
64,32.97,179,0,0.555,False,True,True,False,False,False,False,False,False,True,False,False,False,1
24,73.56,102,2,0.241,True,False,True,False,False,False,True,True,False,False,True,False,False,0
55,37.14,125,0,0.385,False,False,False,False,False,False,False,False,False,True,False,False,False,0
34,56.12,482,2,0.557,True,False,False,True,False,False,False,False,True,False,True,False,False,1
44,65.04,428,0,0.56,False,False,False,True,False,False,False,False,True,False,True,False,False,0
43,144.75,483,0,0.89,False,False,True,False,True,False,False,False,True,False,False,False,True,1
11,18.57,60,0,0.261,False,True,True,False,False,False,True,True,False,False,False,False,False,0
10,71.19,330,0,0.541,False,False,False,False,True,False,False,True,False,False,True,False,False,0
45,138.31,109,0,0.325,False,False,False,False,False,False,True,False,True,False,False,False,True,0
57,83.23,461,0,0.695,False,False,True,False,False,False,False,False,False,True,False,True,False,0
18,53.3,146,0,0.597,False,False,True,False,False,False,True,True,False,False,True,False,False,0
2,104.18,33,0,0.413,False,True,False,True,True,False,False,False,False,False,False,True,False,0
13,71.1,481,3,0.734,False,False,False,False,False,False,True,True,False,False,True,False,False,1
23,42.67,88,0,0.508,True,False,True,False,False,True,False,True,False,False,False,False,False,1
62,11.31,427,0,0.808,False,True,True,False,False,False,False,False,False,True,False,False,False,0
34,31.61,284,0,0.682,False,False,True,False,False,False,True,False,True,False,False,False,False,1
10,58.9,377,2,0.892,False,False,True,False,False,False,True,True,False,False,True,False,False,1
69,85.32,382,0,0.327,False,False,True,False,False,True,False,False,False,True,False,True,False,0
62,113.19,584,4,1.032,False,False,True,False,False,True,False,False,False,True,False,True,False,1
35,117.26,410,2,0.822,False,False,False,True,False,False,False,False,True,False,False,False,True,0
41,38.51,144,0,0.549,False,True,False,True,False,True,False,False,True,False,False,False,False,0
21,123.92,313,0,0.616,False,False,False,False,False,True,False,True,False,False,False,False,True,0
53,18.93,393,0,0.331,False,False,False,True,True,False,False,False,False,True,False,False,False,0
9,111.9,322,1,0.696,True,False,True,False,False,True,False,True,False,False,False,True,False,0
4,41.67,449,2,0.774,False,False,True,False,False,True,False,False,False,False,False,False,False,0
72,102.9,88,0,0.429,False,False,False,True,False,True,False,False,False,True,False,True,False,1
45,20.11,599,0,0.715,True,False,True,False,False,False,True,False,True,False,False,False,False,0
68,75.38,231,0,0.251,False,False,True,False,False,False,False,False,False,True,True,False,False,1
66,124.51,203,0,0.333,False,False,False,False,False,True,False,False,False,True,False,False,True,0
57,81.64,112,0,0.318,False,False,False,False,False,False,True,False,False,True,False,True,False,1
23,26.16,276,2,0.246,False,False,False,False,False,False,True,True,False,False,False,False,False,1
49,37.9,556,2,0.477,False,True,False,True,False,False,False,False,False,True,False,False,False,1
21,90.96,281,0,0.682,False,False,True,False,False,False,False,True,False,False,False,True,False,0
45,123.39,97,2,0.503,False,True,False,False,True,False,False,False,True,False,False,False,True,0
43,39.55,89,0,0.542,False,True,False,False,False,False,False,False,True,False,False,False,False,0
66,59.59,59,0,0.405,False,False,True,False,False,False,True,False,False,True,True,False,False,1
70,37.92,312,0,0.487,True,False,True,False,False,False,False,False,False,True,False,False,False,0
2,144.6,339,0,0.391,False,False,True,False,False,False,True,False,False,False,False,False,True,1
68,101.32,64,0,0.572,True,False,False,False,True,False,False,False,False,True,False,True,False,0
39,29.74,249,5,0.309,False,False,False,True,False,True,False,False,True,False,False,False,False,0
42,24.07,560,0,0.819,True,False,False,False,False,False,False,False,True,False,False,False,False,0
67,47.37,252,2,0.296,False,False,False,True,False,True,False,False,False,True,True,False,False,0
62,142.85,288,5,0.636,False,False,False,True,False,False,True,False,False,True,False,False,True,0
45,140.13,249,0,0.254,False,False,False,True,True,False,False,False,True,False,False,False,True,0
61,75.58,311,0,0.706,True,False,True,False,False,True,False,False,False,True,True,False,False,0
65,42.22,114,1,0.308,True,False,True,False,False,False,True,False,False,True,False,False,False,1
20,14.87,415,0,0.778,False,False,False,True,False,False,True,True,False,False,False,False,False,1
3,79.53,320,3,0.571,True,False,False,False,False,False,True,False,False,False,True,False,False,0
9,131.41,129,0,0.623,False,False,True,False,False,True,False,True,False,False,False,False,True,0
56,108.61,495,2,0.559,False,False,True,False,False,False,False,False,False,True,False,True,False,1
17,138.35,86,1,0.026,False,True,True,False,False,True,False,True,False,False,False,False,True,0
47,88.92,146,0,0.17,False,True,False,True,False,True,False,False,True,False,False,True,False,1
44,137.89,22,0,0.147,False,False,True,False,True,False,False,False,True,False,False,False,True,0
61,101.05,129,0,0.513,False,False,True,False,False,False,False,False,False,True,False,True,False,0
16,148.35049999999998,552,1,0.735,True,False,False,False,False,False,False,True,False,False,False,False,True,0
24,12.24,483,1,0.642,False,True,False,True,False,False,True,True,False,False,False,False,False,0
32,43.94,459,1,0.669,False,False,True,False,True,False,False,False,True,False,False,False,False,0
19,146.64,503,0,0.408,True,False,False,False,False,False,True,True,False,False,False,False,True,0
27,95.38,459,1,0.52,False,False,True,False,False,False,True,False,True,False,False,True,False,0
68,88.9,515,0,0.949,False,False,True,False,False,False,True,False,False,True,False,True,False,0
58,68.83,473,0,0.735,False,False,False,False,False,False,False,False,False,True,True,False,False,1
4,40.34,189,0,0.166,False,False,True,False,False,False,True,False,False,False,False,False,False,0
57,148.35049999999998,10,0,0.194,False,False,False,False,False,False,True,False,False,True,False,False,True,1
24,148.14,572,0,0.626,False,False,False,True,False,False,True,True,False,False,False,False,True,1
26,58.41,93,1,0.431,True,False,False,True,False,False,False,False,True,False,True,False,False,0
55,55.49,271,0,0.43,False,False,False,False,False,False,False,False,False,True,True,False,False,0
17,111.94,25,0,0.1,False,False,False,True,False,False,False,True,False,False,False,True,False,0
57,44.77,353,2,0.772,False,True,False,False,False,True,False,False,False,True,False,False,False,0
41,138.24,534,0,0.563,False,True,True,False,False,False,True,False,True,False,False,False,True,1
62,105.71,93,3,0.305,False,False,False,False,True,False,False,False,False,True,False,True,False,1
30,40.24,437,1,0.745,False,False,True,False,False,True,False,False,True,False,False,False,False,0
8,29.19,274,4,0.534,False,True,False,True,True,False,False,True,False,False,False,False,False,0
51,76.7,532,0,0.738,False,False,True,False,True,False,False,False,False,True,True,False,False,0
18,81.18,312,0,0.406,False,False,False,True,True,False,False,True,False,False,True,False,False,1
20,106.34,521,5,0.542,False,True,False,False,True,False,False,True,False,False,False,True,False,0
54,105.38,65,0,0.369,False,False,True,False,True,False,False,False,False,True,False,True,False,1
72,23.25,376,1,0.747,False,False,True,False,False,True,False,False,False,True,False,False,False,0
40,87.54,14,3,0.327,False,False,True,False,True,False,False,False,True,False,False,True,False,1
25,68.69,225,1,0.643,True,False,True,False,False,False,True,False,True,False,True,False,False,0
65,51.75,458,0,0.817,False,False,True,False,False,True,False,False,False,True,True,False,False,0
47,56.09,574,0,0.574,False,False,True,False,False,True,False,False,True,False,True,False,False,0
66,145.18,342,0,0.678,True,False,False,False,True,False,False,False,False,True,False,False,True,0
23,104.67,19,0,0.339,False,False,True,False,False,True,False,True,False,False,False,True,False,0
32,114.21,133,3,0.368,False,True,True,False,True,False,False,False,True,False,False,True,False,1
71,147.31,74,2,0.376,True,False,True,False,False,False,False,False,False,True,False,False,True,0
31,14.15,469,3,0.97,False,True,False,False,False,False,True,False,True,False,False,False,False,0
68,65.75,431,2,0.473,False,True,True,False,False,True,False,False,False,True,True,False,False,1
35,123.36,6,0,0.289,False,False,True,False,False,False,False,False,True,False,False,False,True,1
12,40.47,265,1,0.467,False,True,False,False,True,False,False,True,False,False,False,False,False,0
60,50.18,19,0,0.571,False,False,False,True,False,True,False,False,False,True,True,False,False,0
64,72.34,367,0,0.77,False,True,True,False,False,False,False,False,False,True,True,False,False,0
41,75.18,332,3,0.575,False,True,False,False,False,True,False,False,True,False,True,False,False,0
47,125.35,458,0,0.475,True,False,False,False,False,True,False,False,True,False,False,False,True,1
55,109.26,333,0,0.278,False,False,False,False,False,False,True,False,False,True,False,True,False,0
2,80.64,142,0,0.34,False,False,True,False,False,True,False,False,False,False,True,False,False,1
5,66.56,119,0,0.274,False,False,False,False,False,False,False,False,False,False,True,False,False,1
7,114.84,518,0,0.568,False,False,False,False,False,True,False,True,False,False,False,True,False,1
30,103.67,220,0,0.442,True,False,True,False,False,True,False,False,True,False,False,True,False,0
8,72.03,570,1,0.662,True,False,True,False,False,False,True,True,False,False,True,False,False,0
20,55.79,330,2,0.569,False,False,True,False,True,False,False,True,False,False,True,False,False,1
59,38.32,579,3,0.935,False,False,False,True,True,False,False,False,False,True,False,False,False,0
29,21.4,21,4,0.162,False,False,False,True,False,True,False,False,True,False,False,False,False,1
2,32.81,442,0,0.585,False,False,True,False,True,False,False,False,False,False,False,False,False,1
0,89.78,96,1,0.474,False,False,True,False,False,False,False,False,False,False,False,True,False,0
39,146.63,556,0,0.818,False,False,False,True,False,False,True,False,True,False,False,False,True,0
68,107.83,41,0,0.178,False,False,True,False,False,False,True,False,False,True,False,True,False,0
64,92.54,126,0,0.271,True,False,True,False,True,False,False,False,False,True,False,True,False,0
16,138.83,508,0,0.499,False,False,False,True,False,True,False,True,False,False,False,False,True,1
40,135.79,240,5,0.537,False,False,True,False,True,False,False,False,True,False,False,False,True,0
53,73.52,154,0,0.4,False,False,True,False,False,False,False,False,False,True,True,False,False,0
44,137.57,40,0,0.424,False,True,True,False,True,False,False,False,True,False,False,False,True,0
24,107.55,362,0,0.642,False,True,False,False,True,False,False,True,False,False,False,True,False,0
35,42.04,407,0,0.862,False,True,False,False,True,False,False,False,True,False,False,False,False,1
33,109.09,306,0,0.381,False,False,False,True,False,False,False,False,True,False,False,True,False,0
29,101.33,545,0,0.906,False,False,False,True,True,False,False,False,True,False,False,True,False,1
4,86.41,438,1,0.796,False,False,False,False,True,False,False,False,False,False,False,True,False,0
55,123.75,571,2,0.929,False,True,True,False,False,False,False,False,False,True,False,False,True,0
34,66.97,102,3,0.426,False,False,True,False,True,False,False,False,True,False,True,False,False,1
63,79.88,376,2,0.733,False,False,True,False,True,False,False,False,False,True,True,False,False,0
45,49.19,233,0,0.175,False,False,True,False,False,False,False,False,True,False,True,False,False,1
45,99.24,60,3,0.242,False,True,False,True,False,False,False,False,True,False,False,True,False,0
24,74.53,152,0,0.502,False,False,False,False,False,True,False,True,False,False,True,False,False,1
36,74.33,73,4,0.134,False,False,True,False,False,False,False,False,True,False,True,False,False,0
36,21.73,153,0,0.361,False,False,False,False,True,False,False,False,True,False,False,False,False,0
57,46.92,436,0,0.523,False,False,False,True,True,False,False,False,False,True,True,False,False,0
61,102.94,328,0,0.416,False,False,False,False,False,False,True,False,False,True,False,True,False,0
49,36.85,588,3,0.565,False,True,True,False,False,False,False,False,False,True,False,False,False,1
45,53.3,495,0,0.726,True,False,False,False,True,False,False,False,True,False,True,False,False,1
33,27.76,74,0,0.32,False,False,True,False,True,False,False,False,True,False,False,False,False,0
26,113.36,191,3,0.399,False,True,True,False,False,True,False,False,True,False,False,True,False,0
44,112.76,507,0,0.679,False,False,True,False,False,True,False,False,True,False,False,True,False,1
19,88.02,464,0,0.585,False,False,False,False,False,False,False,True,False,False,False,True,False,0
51,99.29,64,1,0.123,False,True,True,False,False,False,True,False,False,True,False,True,False,0
65,72.87,367,2,0.51,False,False,True,False,False,True,False,False,False,True,True,False,False,0
35,12.83,419,0,0.81,True,False,True,False,False,False,True,False,True,False,False,False,False,1
23,115.4,407,1,0.716,False,False,False,True,False,False,False,True,False,False,False,True,False,0
68,85.03,260,5,0.645,True,False,True,False,False,True,False,False,False,True,False,True,False,1
25,29.88,454,0,0.652,True,False,True,False,False,False,True,False,True,False,False,False,False,0
54,135.32,28,0,0.403,True,False,False,False,False,True,False,False,False,True,False,False,True,0
61,91.49,123,0,0.405,False,False,True,False,False,False,True,False,False,True,False,True,False,0
70,86.88,442,4,0.803,False,True,False,False,False,False,False,False,False,True,False,True,False,1
61,17.07,513,0,0.924,False,False,False,True,False,True,False,False,False,True,False,False,False,1
