tenure,monthly_charges_cap,app_usage_min_per_week,complaint_count_6m,engagement_score,churn_flag,contract_One year,contract_Two year,internet_service_Fiber optic,internet_service_No,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,tenure_bucket_7-24,tenure_bucket_25-48,tenure_bucket_49+,monthly_charges_bin_Med-Low,monthly_charges_bin_Med-High,monthly_charges_bin_High
54,46.17,487,2,0.661,0,True,False,False,False,False,True,False,False,False,True,True,False,False
20,20.63,90,1,0.254,1,False,False,False,False,True,False,False,True,False,False,False,False,False
69,65.75,519,2,0.545,0,False,False,False,False,False,False,True,False,False,True,True,False,False
29,134.06,562,0,0.851,0,False,True,False,False,False,True,False,False,True,False,False,False,True
65,121.63,132,0,0.138,0,True,False,False,True,False,True,False,False,False,True,False,False,True
6,58.87,125,0,0.311,1,False,False,False,True,False,True,False,False,False,False,True,False,False
40,15.36,448,1,0.601,0,True,False,False,True,False,False,False,False,True,False,False,False,False
43,127.52,403,0,0.729,0,False,False,True,False,False,True,False,False,True,False,False,False,True
26,41.91,44,2,0.454,0,False,False,False,True,False,False,True,False,True,False,False,False,False
64,72.34,367,0,0.77,0,False,True,True,False,False,False,False,False,False,True,True,False,False
24,52.45,187,0,0.184,1,False,True,True,False,False,False,True,True,False,False,True,False,False
23,52.94,258,0,0.443,1,False,False,True,False,True,False,False,True,False,False,True,False,False
8,29.19,274,4,0.534,0,False,True,False,True,True,False,False,True,False,False,False,False,False
30,103.67,220,0,0.442,0,True,False,True,False,False,True,False,False,True,False,False,True,False
45,144.09,306,0,0.521,0,True,False,False,False,False,False,True,False,True,False,False,False,True
9,18.8,9,4,0.236,1,False,True,False,True,False,True,False,True,False,False,False,False,False
56,148.35049999999998,567,1,0.759,1,False,False,True,False,False,True,False,False,False,True,False,False,True
42,127.37,34,2,0.522,0,False,False,True,False,False,False,False,False,True,False,False,False,True
28,24.71,232,0,0.626,1,False,False,True,False,True,False,False,False,True,False,False,False,False
34,122.71,579,0,0.512,0,False,True,False,False,True,False,False,False,True,False,False,False,True
20,137.29,560,4,0.606,1,False,False,False,False,True,False,False,True,False,False,False,False,True
66,19.24,64,2,0.437,0,False,False,True,False,False,False,True,False,False,True,False,False,False
29,49.87,192,0,0.419,1,False,True,False,True,True,False,False,False,True,False,True,False,False
33,144.27,120,0,0.29,1,False,True,False,False,True,False,False,False,True,False,False,False,True
44,71.3,380,0,0.393,0,True,False,False,False,False,False,True,False,True,False,True,False,False
16,146.45,272,0,0.509,0,False,False,True,False,False,False,True,True,False,False,False,False,True
54,141.3,285,3,0.286,1,False,False,True,False,True,False,False,False,False,True,False,False,True
72,93.13,166,0,0.434,0,True,False,True,False,False,True,False,False,False,True,False,True,False
34,31.93,200,0,0.501,1,False,False,True,False,False,False,True,False,True,False,False,False,False
11,127.83,40,0,0.417,1,True,False,False,True,False,True,False,True,False,False,False,False,True
19,82.23,26,0,0.125,0,True,False,False,True,False,False,True,True,False,False,False,True,False
11,32.33,26,1,0.002,1,True,False,False,False,False,True,False,True,False,False,False,False,False
3,148.35,364,0,0.52,1,False,False,True,False,True,False,False,False,False,False,False,False,True
20,90.91,360,0,0.514,0,False,False,False,False,False,False,False,True,False,False,False,True,False
30,99.52,531,0,0.602,1,False,True,True,False,False,False,False,False,True,False,False,True,False
52,40.42,292,0,0.451,0,False,False,False,False,False,False,False,False,False,True,False,False,False
54,53.46,265,0,0.473,1,False,True,False,False,False,False,False,False,False,True,True,False,False
24,95.35,8,1,0.083,1,False,False,True,False,True,False,False,True,False,False,False,True,False
56,60.84,516,3,0.842,1,True,False,False,False,False,False,True,False,False,True,True,False,False
20,15.24,186,2,0.424,1,False,True,True,False,True,False,False,True,False,False,False,False,False
33,70.03,46,1,0.226,1,False,False,False,True,False,True,False,False,True,False,True,False,False
62,148.35049999999998,216,0,0.426,0,True,False,True,False,False,False,False,False,False,True,False,False,True
53,71.62,275,0,0.465,0,False,True,True,False,False,True,False,False,False,True,True,False,False
20,19.81,282,0,0.459,1,False,False,False,False,False,False,True,True,False,False,False,False,False
7,130.39,516,1,0.649,0,False,True,False,True,False,False,True,True,False,False,False,False,True
59,85.97,122,0,0.091,0,False,False,False,False,True,False,False,False,False,True,False,True,False
37,36.7,107,5,0.326,1,False,False,False,False,False,False,True,False,True,False,False,False,False
70,45.07,285,0,0.81,0,True,False,False,False,False,True,False,False,False,True,False,False,False
11,140.19,24,3,0.415,0,False,False,True,False,True,False,False,True,False,False,False,False,True
37,52.86,39,0,0.257,0,False,False,True,False,True,False,False,False,True,False,True,False,False
31,51.4,535,1,0.769,0,False,False,True,False,True,False,False,False,True,False,True,False,False
37,83.26,255,0,0.701,0,False,False,True,False,True,False,False,False,True,False,False,True,False
9,80.68,352,1,0.411,1,True,False,True,False,False,True,False,True,False,False,True,False,False
18,108.08,140,0,0.182,0,False,True,True,False,False,True,False,True,False,False,False,True,False
52,94.85,123,0,0.549,1,True,False,False,True,True,False,False,False,False,True,False,True,False
53,14.14,451,0,0.821,1,False,False,True,False,True,False,False,False,False,True,False,False,False
54,111.33,571,4,0.876,0,False,False,True,False,True,False,False,False,False,True,False,True,False
40,87.48,495,0,0.747,1,False,True,True,False,False,False,True,False,True,False,False,True,False
56,36.74,161,0,0.085,1,False,True,True,False,True,False,False,False,False,True,False,False,False
2,66.05,29,0,0.216,0,False,False,False,False,False,False,True,False,False,False,True,False,False
61,60.67,1,0,0.063,1,False,False,True,False,True,False,False,False,False,True,True,False,False
51,44.14,16,2,0.301,0,True,False,False,True,False,True,False,False,False,True,False,False,False
46,19.63,82,0,0.148,1,False,False,False,True,True,False,False,False,True,False,False,False,False
68,92.57,281,0,0.443,0,False,True,True,False,False,True,False,False,False,True,False,True,False
4,94.35,300,2,0.537,1,True,False,False,False,False,False,True,False,False,False,False,True,False
4,134.16,277,0,0.323,0,False,False,False,False,False,True,False,False,False,False,False,False,True
52,14.81,104,4,0.66,1,False,False,False,True,False,False,False,False,False,True,False,False,False
32,138.91,591,2,0.777,0,False,True,True,False,False,True,False,False,True,False,False,False,True
49,82.07,354,0,0.631,0,False,False,True,False,False,False,False,False,False,True,False,True,False
26,24.16,559,0,0.687,0,False,False,True,False,False,False,False,False,True,False,False,False,False
10,87.03,92,0,0.103,1,False,False,True,False,False,False,False,True,False,False,False,True,False
62,83.74,258,1,0.388,1,True,False,False,True,True,False,False,False,False,True,False,True,False
49,13.01,484,0,0.694,0,False,False,False,False,False,False,False,False,False,True,False,False,False
38,56.74,178,1,0.689,0,False,True,True,False,False,True,False,False,True,False,True,False,False
46,99.74,358,1,0.593,0,False,True,False,False,False,False,True,False,True,False,False,True,False
60,70.48,383,0,0.793,0,False,False,False,False,False,False,False,False,False,True,True,False,False
25,46.09,309,0,0.243,1,False,False,False,True,False,False,False,False,True,False,True,False,False
41,77.87,86,0,0.135,1,True,False,True,False,True,False,False,False,True,False,True,False,False
14,22.11,200,0,0.286,0,False,False,False,False,False,True,False,True,False,False,False,False,False
26,137.07,366,0,0.638,0,False,False,False,False,False,False,True,False,True,False,False,False,True
34,130.7,420,3,0.724,1,False,False,False,True,True,False,False,False,True,False,False,False,True
45,53.3,495,0,0.726,1,True,False,False,False,True,False,False,False,True,False,True,False,False
66,32.67,65,0,0.325,1,False,False,False,False,False,True,False,False,False,True,False,False,False
24,73.56,102,2,0.241,0,True,False,True,False,False,False,True,True,False,False,True,False,False
32,49.53,6,2,0.125,1,False,False,False,True,False,False,False,False,True,False,True,False,False
38,120.53,362,1,0.41,1,False,False,True,False,False,False,True,False,True,False,False,False,True
28,148.22,499,0,0.6,0,False,False,False,True,False,False,False,False,True,False,False,False,True
42,110.1,150,3,0.563,1,True,False,False,False,True,False,False,False,True,False,False,True,False
72,91.24,466,0,0.605,1,False,False,True,False,False,False,True,False,False,True,False,True,False
24,148.14,572,0,0.626,1,False,False,False,True,False,False,True,True,False,False,False,False,True
61,68.6,555,0,0.914,1,False,False,True,False,True,False,False,False,False,True,True,False,False
34,93.89,260,0,0.811,0,False,True,False,True,True,False,False,False,True,False,False,True,False
13,69.93,220,0,0.438,0,False,False,False,False,False,True,False,True,False,False,True,False,False
5,72.54,166,2,0.435,0,True,False,True,False,False,False,False,False,False,False,True,False,False
21,97.53,173,0,0.243,0,True,False,False,False,True,False,False,True,False,False,False,True,False
51,109.07,181,0,0.593,0,False,False,True,False,False,True,False,False,False,True,False,True,False
17,105.32,259,0,0.577,0,False,True,False,True,True,False,False,True,False,False,False,True,False
20,129.92,581,3,0.919,0,True,False,True,False,False,False,False,True,False,False,False,False,True
25,53.37,391,0,0.695,1,False,False,False,False,True,False,False,False,True,False,True,False,False
63,145.91,545,0,0.695,1,False,False,False,True,False,True,False,False,False,True,False,False,True
6,131.15,296,0,0.431,1,False,False,True,False,False,False,True,False,False,False,False,False,True
48,44.88,108,0,0.517,1,False,True,True,False,True,False,False,False,True,False,False,False,False
43,65.95,589,0,0.84,0,True,False,True,False,False,False,True,False,True,False,True,False,False
30,124.61,429,0,0.63,0,False,False,True,False,False,False,False,False,True,False,False,False,True
34,56.16,548,0,0.917,1,True,False,False,True,False,False,False,False,True,False,True,False,False
69,129.45,334,0,0.62,1,False,False,False,False,False,False,False,False,False,True,False,False,True
20,95.58,205,1,0.2,1,True,False,False,True,False,False,False,True,False,False,False,True,False
49,117.47,118,0,0.405,0,False,False,True,False,False,True,False,False,False,True,False,False,True
46,54.63,378,0,0.759,1,True,False,True,False,False,False,False,False,True,False,True,False,False
32,143.24,117,0,0.435,0,False,False,False,True,False,True,False,False,True,False,False,False,True
42,53.71,28,0,0.397,1,False,False,False,False,False,True,False,False,True,False,True,False,False
3,41.48,158,0,0.492,0,False,False,False,False,False,True,False,False,False,False,False,False,False
30,106.27,253,0,0.702,0,False,True,False,True,False,True,False,False,True,False,False,True,False
29,102.6,560,0,0.997,1,False,False,True,False,False,False,False,False,True,False,False,True,False
37,35.46,494,0,0.705,0,False,True,False,False,False,False,True,False,True,False,False,False,False
33,109.09,306,0,0.381,0,False,False,False,True,False,False,False,False,True,False,False,True,False
47,24.07,391,0,0.796,0,True,False,False,True,True,False,False,False,True,False,False,False,False
49,118.37,248,2,0.694,0,True,False,False,False,False,False,False,False,False,True,False,False,True
27,58.49,356,1,0.56,0,False,True,True,False,False,True,False,False,True,False,True,False,False
24,136.21,584,0,0.55,0,False,True,True,False,False,False,True,True,False,False,False,False,True
39,93.09,129,2,0.337,0,False,False,False,True,True,False,False,False,True,False,False,True,False
38,53.96,536,5,0.548,0,True,False,True,False,False,False,False,False,True,False,True,False,False
36,18.16,380,0,0.783,0,False,True,True,False,False,False,True,False,True,False,False,False,False
35,146.52,437,1,0.826,0,False,False,True,False,False,False,True,False,True,False,False,False,True
5,138.85,219,5,0.601,0,False,True,False,False,False,True,False,False,False,False,False,False,True
60,115.71,437,0,0.658,0,True,False,True,False,False,False,True,False,False,True,False,False,True
67,34.89,403,0,0.692,0,True,False,True,False,False,False,True,False,False,True,False,False,False
59,30.14,99,0,0.428,0,False,True,True,False,False,False,False,False,False,True,False,False,False
57,23.79,376,0,0.607,0,False,False,False,False,False,True,False,False,False,True,False,False,False
6,53.19,399,0,0.62,1,False,False,False,False,False,False,True,False,False,False,True,False,False
46,137.74,189,1,0.612,0,False,False,True,False,False,True,False,False,True,False,False,False,True
8,105.29,269,0,0.588,0,False,False,True,False,False,False,False,True,False,False,False,True,False
49,80.09,549,0,0.871,1,False,False,True,False,False,True,False,False,False,True,True,False,False
68,129.83,599,0,0.81,0,False,False,True,False,True,False,False,False,False,True,False,False,True
41,134.03,231,0,0.779,0,False,False,False,False,False,False,False,False,True,False,False,False,True
25,89.48,138,2,0.373,0,False,False,True,False,False,True,False,False,True,False,False,True,False
5,21.98,32,0,0.377,0,False,False,False,True,True,False,False,False,False,False,False,False,False
19,50.47,220,0,0.447,0,False,False,False,False,False,False,False,True,False,False,True,False,False
45,65.7,539,0,0.702,0,True,False,False,False,False,True,False,False,True,False,True,False,False
5,99.96,125,1,0.299,0,False,False,True,False,True,False,False,False,False,False,False,True,False
22,12.74,590,0,0.756,0,False,False,False,True,True,False,False,True,False,False,False,False,False
63,25.36,72,0,0.235,0,False,False,False,True,False,False,True,False,False,True,False,False,False
60,10.6,463,2,0.973,0,True,False,True,False,True,False,False,False,False,True,False,False,False
46,76.84,259,0,0.48,0,False,False,False,False,False,True,False,False,True,False,True,False,False
54,115.58,45,0,0.534,0,True,False,False,True,False,True,False,False,False,True,False,False,True
4,68.87,503,0,0.602,0,False,False,False,True,True,False,False,False,False,False,True,False,False
25,51.53,511,0,0.773,1,False,False,False,True,False,False,False,False,True,False,True,False,False
60,18.19,262,1,0.583,0,True,False,False,False,False,False,False,False,False,True,False,False,False
29,105.26,564,1,0.553,0,True,False,False,False,False,False,False,False,True,False,False,True,False
29,137.62,125,1,0.562,0,False,True,False,True,False,True,False,False,True,False,False,False,True
63,123.73,264,0,0.692,0,False,True,False,True,False,False,True,False,False,True,False,False,True
61,93.84,451,0,0.549,1,False,False,True,False,False,True,False,False,False,True,False,True,False
72,93.33,486,1,0.421,0,False,False,True,False,False,True,False,False,False,True,False,True,False
27,61.11,478,0,0.801,0,False,False,True,False,False,True,False,False,True,False,True,False,False
32,96.65,94,0,0.251,1,False,False,False,False,True,False,False,False,True,False,False,True,False
47,116.25,270,0,0.487,0,False,False,False,False,False,True,False,False,True,False,False,False,True
39,129.21,282,0,0.383,1,True,False,True,False,False,True,False,False,True,False,False,False,True
26,115.29,258,0,0.534,0,False,False,True,False,False,True,False,False,True,False,False,True,False
44,16.4,121,0,0.237,0,False,False,False,True,False,False,False,False,True,False,False,False,False
38,86.02,296,3,0.57,0,False,True,False,True,True,False,False,False,True,False,False,True,False
17,148.35049999999998,422,0,0.793,0,False,False,False,False,False,False,False,True,False,False,False,False,True
51,133.51,373,0,0.559,0,False,True,True,False,False,False,True,False,False,True,False,False,True
41,113.67,426,0,0.848,0,False,False,True,False,False,False,True,False,True,False,False,True,False
14,24.37,297,5,0.483,1,False,True,False,True,True,False,False,True,False,False,False,False,False
43,38.86,337,0,0.513,1,False,False,False,False,False,False,False,False,True,False,False,False,False
28,60.9,587,0,0.644,1,True,False,True,False,False,True,False,False,True,False,True,False,False
60,72.32,231,0,0.721,0,False,False,False,False,False,False,False,False,False,True,True,False,False
55,35.25,468,1,0.706,0,False,False,False,True,False,False,True,False,False,True,False,False,False
40,58.27,48,0,0.142,1,True,False,True,False,True,False,False,False,True,False,True,False,False
9,75.11,59,3,0.553,0,False,False,True,False,False,False,True,True,False,False,True,False,False
5,141.44,578,0,0.925,0,False,False,False,False,False,False,False,False,False,False,False,False,True
62,36.91,371,0,0.783,0,False,False,True,False,False,True,False,False,False,True,False,False,False
16,91.79,463,0,0.609,1,False,False,False,False,False,False,False,True,False,False,False,True,False
53,147.18,438,1,0.557,0,False,False,False,True,False,True,False,False,False,True,False,False,True
16,11.63,458,0,0.822,0,False,False,True,False,False,False,True,True,False,False,False,False,False
54,112.33,478,0,0.575,1,False,True,True,False,False,False,True,False,False,True,False,True,False
46,25.01,557,2,0.997,1,False,False,False,True,False,False,True,False,True,False,False,False,False
70,19.43,229,0,0.776,0,True,False,False,True,False,False,False,False,False,True,False,False,False
19,22.45,374,0,0.575,1,False,False,False,False,True,False,False,True,False,False,False,False,False
63,102.77,595,4,0.625,1,True,False,False,False,False,False,True,False,False,True,False,True,False
32,131.42,108,0,0.614,0,False,True,True,False,False,False,False,False,True,False,False,False,True
59,135.9,298,2,0.536,1,False,True,True,False,False,False,False,False,False,True,False,False,True
38,17.26,123,0,0.539,0,False,True,True,False,False,False,True,False,True,False,False,False,False
52,143.01,20,1,0.253,0,False,False,True,False,False,False,True,False,False,True,False,False,True
31,122.59,538,0,0.592,0,False,False,False,False,True,False,False,False,True,False,False,False,True
26,92.34,265,0,0.746,0,False,False,True,False,False,True,False,False,True,False,False,True,False
66,120.82,228,0,0.68,1,False,False,True,False,False,False,False,False,False,True,False,False,True
37,19.54,292,0,0.294,1,False,False,False,False,False,True,False,False,True,False,False,False,False
1,144.77,300,0,0.82,1,True,False,True,False,False,False,False,False,False,False,False,False,True
44,120.01,43,3,0.257,0,False,False,True,False,True,False,False,False,True,False,False,False,True
21,138.7,184,0,0.677,1,False,False,False,False,False,False,False,True,False,False,False,False,True
39,141.76,329,0,0.727,1,False,False,True,False,False,True,False,False,True,False,False,False,True
67,105.28,58,0,0.374,0,True,False,False,True,False,True,False,False,False,True,False,True,False
54,96.73,195,0,0.398,0,False,True,True,False,True,False,False,False,False,True,False,True,False
52,107.7,162,0,0.718,1,False,False,True,False,False,True,False,False,False,True,False,True,False
66,50.02,530,4,0.925,0,False,False,False,True,False,False,True,False,False,True,True,False,False
65,131.76,578,3,0.781,1,False,False,True,False,True,False,False,False,False,True,False,False,True
69,19.87,132,2,0.239,0,False,False,False,True,True,False,False,False,False,True,False,False,False
20,146.6,537,5,0.683,0,False,False,True,False,False,True,False,True,False,False,False,False,True
64,134.79,595,4,0.766,1,False,False,False,True,False,False,True,False,False,True,False,False,True
14,111.71,381,1,0.616,0,True,False,True,False,False,False,True,True,False,False,False,True,False
35,50.44,575,2,0.775,0,False,True,True,False,False,True,False,False,True,False,True,False,False
43,129.46,235,2,0.53,1,False,False,True,False,False,False,False,False,True,False,False,False,True
36,118.0,343,1,0.62,0,False,True,False,True,False,False,True,False,True,False,False,False,True
68,148.35049999999998,96,1,0.285,1,True,False,True,False,False,False,False,False,False,True,False,False,True
57,46.92,436,0,0.523,0,False,False,False,True,True,False,False,False,False,True,True,False,False
40,121.14,483,4,0.836,0,False,True,True,False,False,False,True,False,True,False,False,False,True
2,16.34,473,0,0.74,0,False,True,True,False,False,True,False,False,False,False,False,False,False
41,124.52,427,5,0.571,0,True,False,False,True,False,False,True,False,True,False,False,False,True
28,31.24,547,0,0.978,0,True,False,True,False,False,True,False,False,True,False,False,False,False
67,57.44,305,2,0.519,0,False,False,False,False,False,False,True,False,False,True,True,False,False
50,63.96,519,0,0.88,1,False,False,True,False,False,False,False,False,False,True,True,False,False
70,65.84,29,0,0.181,1,True,False,True,False,True,False,False,False,False,True,True,False,False
20,76.48,330,2,0.483,0,True,False,False,False,False,False,False,True,False,False,True,False,False
10,88.44,128,5,0.395,0,True,False,False,True,True,False,False,True,False,False,False,True,False
26,131.27,85,0,0.237,1,False,False,True,False,True,False,False,False,True,False,False,False,True
65,87.6,240,0,0.345,1,False,False,True,False,True,False,False,False,False,True,False,True,False
64,84.74,113,4,0.313,1,False,False,True,False,False,False,True,False,False,True,False,True,False
24,58.99,208,1,0.502,0,False,False,False,True,False,True,False,True,False,False,True,False,False
46,124.33,240,0,0.434,0,False,False,True,False,False,False,True,False,True,False,False,False,True
1,115.01,542,0,0.51,0,False,False,True,False,False,False,True,False,False,False,False,True,False
58,23.46,27,0,0.236,1,False,False,False,True,False,False,False,False,False,True,False,False,False
54,121.66,123,1,0.443,0,True,False,False,False,False,False,True,False,False,True,False,False,True
64,73.41,517,4,0.745,1,True,False,False,True,True,False,False,False,False,True,True,False,False
13,129.83,308,0,0.739,1,False,False,True,False,False,False,False,True,False,False,False,False,True
46,20.37,93,2,0.342,0,False,False,False,True,True,False,False,False,True,False,False,False,False
58,67.33,592,3,0.666,1,True,False,True,False,False,True,False,False,False,True,True,False,False
53,35.63,204,0,0.689,1,False,False,False,True,False,True,False,False,False,True,False,False,False
31,119.19,443,1,0.65,0,True,False,True,False,False,False,True,False,True,False,False,False,True
26,56.48,473,3,0.859,0,False,False,False,False,False,False,False,False,True,False,True,False,False
42,64.04,199,5,0.517,1,False,False,True,False,False,False,False,False,True,False,True,False,False
62,83.22,89,0,0.413,0,True,False,False,True,False,True,False,False,False,True,False,True,False
44,132.19,14,0,0.324,0,False,False,True,False,False,False,False,False,True,False,False,False,True
20,27.77,105,0,0.149,1,False,False,False,False,False,True,False,True,False,False,False,False,False
45,37.26,243,0,0.601,0,True,False,True,False,False,False,False,False,True,False,False,False,False
50,20.79,487,0,0.73,0,False,False,True,False,False,False,True,False,False,True,False,False,False
67,47.37,252,2,0.296,0,False,False,False,True,False,True,False,False,False,True,True,False,False
68,102.63,148,0,0.589,0,True,False,True,False,False,False,True,False,False,True,False,True,False
55,54.6,100,0,0.196,0,False,False,False,True,False,True,False,False,False,True,True,False,False
59,39.41,149,0,0.425,1,True,False,False,False,False,False,False,False,False,True,False,False,False
64,95.72,29,0,0.298,1,False,False,False,True,False,False,False,False,False,True,False,True,False
57,102.65,287,3,0.274,1,False,False,True,False,False,True,False,False,False,True,False,True,False
38,80.3,259,5,0.576,1,True,False,True,False,True,False,False,False,True,False,True,False,False
45,39.1,47,0,0.575,0,False,False,False,False,False,False,True,False,True,False,False,False,False
65,91.16,77,1,0.047,0,True,False,True,False,False,False,True,False,False,True,False,True,False
52,119.21,479,3,0.853,0,False,True,True,False,True,False,False,False,False,True,False,False,True
62,67.51,503,2,0.915,1,False,False,False,False,False,False,True,False,False,True,True,False,False
27,71.2,404,0,0.613,0,False,False,False,True,True,False,False,False,True,False,True,False,False
19,116.06,388,0,0.333,1,True,False,False,False,False,False,False,True,False,False,False,False,True
27,66.54,128,0,0.373,1,False,False,False,False,False,False,True,False,True,False,True,False,False
55,55.49,271,0,0.43,0,False,False,False,False,False,False,False,False,False,True,True,False,False
43,55.6,544,0,0.87,1,True,False,True,False,False,False,False,False,True,False,True,False,False
7,18.73,567,1,0.543,1,False,False,True,False,False,False,True,True,False,False,False,False,False
18,131.64,252,1,0.711,0,False,True,True,False,False,False,False,True,False,False,False,False,True
59,59.5,577,5,0.878,0,True,False,True,False,False,True,False,False,False,True,True,False,False
11,144.84,341,0,0.567,0,False,False,True,False,False,True,False,True,False,False,False,False,True
14,64.93,138,1,0.436,0,False,False,False,False,False,True,False,True,False,False,True,False,False
29,85.92,457,3,0.48,0,False,False,False,False,False,True,False,False,True,False,False,True,False
9,64.12,100,1,0.373,1,True,False,True,False,True,False,False,True,False,False,True,False,False
54,72.66,379,0,0.397,0,True,False,True,False,False,False,False,False,False,True,True,False,False
40,142.89,193,1,0.353,1,False,False,True,False,True,False,False,False,True,False,False,False,True
3,98.63,306,0,0.719,1,False,False,False,False,False,False,True,False,False,False,False,True,False
47,129.5,257,0,0.265,1,False,False,False,True,False,True,False,False,True,False,False,False,True
17,96.03,250,1,0.527,1,False,False,True,False,False,False,False,True,False,False,False,True,False
36,131.33,86,0,0.389,0,False,False,False,False,False,False,True,False,True,False,False,False,True
0,89.78,96,1,0.474,0,False,False,True,False,False,False,False,False,False,False,False,True,False
60,51.54,509,0,0.457,1,True,False,False,True,False,False,False,False,False,True,True,False,False
4,40.34,189,0,0.166,0,False,False,True,False,False,False,True,False,False,False,False,False,False
17,42.07,380,0,0.64,1,False,False,False,True,False,True,False,True,False,False,False,False,False
16,21.86,405,1,0.398,1,False,False,False,True,False,False,False,True,False,False,False,False,False
33,146.78,219,0,0.459,1,False,False,True,False,False,False,True,False,True,False,False,False,True
48,111.7,122,1,0.607,0,False,False,True,False,False,True,False,False,True,False,False,True,False
29,63.91,160,0,0.351,0,True,False,True,False,False,True,False,False,True,False,True,False,False
40,38.31,474,0,0.438,1,False,True,True,False,False,True,False,False,True,False,False,False,False
36,74.33,73,4,0.134,0,False,False,True,False,False,False,False,False,True,False,True,False,False
28,90.19,347,0,0.645,1,False,False,True,False,False,False,True,False,True,False,False,True,False
30,37.91,260,0,0.245,1,True,False,False,True,True,False,False,False,True,False,False,False,False
62,105.71,93,3,0.305,1,False,False,False,False,True,False,False,False,False,True,False,True,False
7,39.34,48,0,0.114,1,False,False,False,False,False,False,False,True,False,False,False,False,False
9,111.93,120,0,0.484,1,False,False,True,False,False,True,False,True,False,False,False,True,False
56,109.37,57,0,0.412,0,False,False,False,True,False,False,True,False,False,True,False,True,False
52,17.49,86,1,0.35,0,True,False,False,False,False,False,True,False,False,True,False,False,False
64,10.35,198,0,0.393,0,False,False,False,False,False,False,True,False,False,True,False,False,False
62,83.96,555,0,0.896,0,True,False,True,False,False,True,False,False,False,True,False,True,False
28,136.01,107,0,0.595,0,False,False,False,False,False,False,False,False,True,False,False,False,True
6,66.08,559,0,0.502,1,False,False,False,False,False,True,False,False,False,False,True,False,False
36,64.37,487,2,0.908,1,False,False,False,False,False,False,False,False,True,False,True,False,False
26,56.01,509,0,0.991,0,False,True,False,False,False,False,True,False,True,False,True,False,False
21,45.56,378,5,0.733,1,False,False,True,False,False,False,True,True,False,False,True,False,False
57,129.44,456,0,0.488,0,False,False,True,False,False,False,True,False,False,True,False,False,True
44,102.01,491,2,0.815,0,True,False,True,False,True,False,False,False,True,False,False,True,False
56,44.18,208,2,0.193,0,False,False,False,False,False,False,True,False,False,True,False,False,False
16,135.59,6,0,0.312,0,False,False,True,False,False,False,False,True,False,False,False,False,True
24,148.35049999999998,266,0,0.655,0,False,False,False,True,True,False,False,True,False,False,False,False,True
51,32.76,341,0,0.547,0,False,False,False,False,False,False,True,False,False,True,False,False,False
37,11.67,304,0,0.626,0,False,False,False,False,True,False,False,False,True,False,False,False,False
32,98.09,475,0,0.906,0,False,False,False,False,True,False,False,False,True,False,False,True,False
9,132.02,93,0,0.38,0,False,False,False,False,False,False,False,True,False,False,False,False,True
67,113.74,3,2,0.148,1,False,False,True,False,True,False,False,False,False,True,False,True,False
71,83.86,268,1,0.683,0,False,False,True,False,False,True,False,False,False,True,False,True,False
40,61.83,271,2,0.446,0,False,False,False,False,False,True,False,False,True,False,True,False,False
26,57.66,223,0,0.142,0,True,False,True,False,False,False,True,False,True,False,True,False,False
45,29.58,88,5,0.529,1,False,False,True,False,False,True,False,False,True,False,False,False,False
51,37.52,527,1,0.595,1,False,True,False,False,True,False,False,False,False,True,False,False,False
62,88.35,421,0,0.924,1,True,False,True,False,False,False,True,False,False,True,False,True,False
42,131.07,20,0,0.388,1,False,False,False,False,False,True,False,False,True,False,False,False,True
22,16.74,449,1,0.708,0,False,False,True,False,False,False,True,True,False,False,False,False,False
33,129.24,227,0,0.661,0,False,True,False,True,False,False,False,False,True,False,False,False,True
40,58.53,22,0,0.158,0,True,False,True,False,False,False,False,False,True,False,True,False,False
43,145.53,106,1,0.308,0,True,False,True,False,False,True,False,False,True,False,False,False,True
61,77.37,313,0,0.415,0,False,False,False,False,False,True,False,False,False,True,True,False,False
4,43.58,159,0,0.3,1,False,False,True,False,False,False,True,False,False,False,False,False,False
48,38.59,45,2,0.165,0,False,True,True,False,False,True,False,False,True,False,False,False,False
55,24.32,7,0,0.47,0,True,False,True,False,False,False,False,False,False,True,False,False,False
11,122.93,116,4,0.303,0,False,True,True,False,True,False,False,True,False,False,False,False,True
45,74.04,250,5,0.539,1,False,False,False,False,False,True,False,False,True,False,True,False,False
7,138.27,210,1,0.571,0,False,False,True,False,False,False,False,True,False,False,False,False,True
27,88.99,139,1,0.382,0,False,True,False,True,True,False,False,False,True,False,False,True,False
5,145.75,14,0,0.355,1,True,False,False,True,False,True,False,False,False,False,False,False,True
11,76.64,80,1,0.505,0,False,False,False,False,False,True,False,True,False,False,True,False,False
58,110.52,212,0,0.44,1,False,False,False,False,True,False,False,False,False,True,False,True,False
39,146.63,556,0,0.818,0,False,False,False,True,False,False,True,False,True,False,False,False,True
29,31.04,369,0,0.845,0,True,False,True,False,False,False,False,False,True,False,False,False,False
47,118.79,219,0,0.2,0,False,False,True,False,True,False,False,False,True,False,False,False,True
54,35.93,379,5,0.69,0,True,False,False,True,False,True,False,False,False,True,False,False,False
64,139.85,597,0,0.454,1,False,False,False,False,True,False,False,False,False,True,False,False,True
34,28.58,256,0,0.24,0,False,False,True,False,True,False,False,False,True,False,False,False,False
0,14.55,8,0,0.376,0,True,False,False,False,False,False,True,False,False,False,False,False,False
